ID,ideology,leadership,name,party,description,introduced_bills_117,cosponsored_bills_117,unique_cosponsors_117,total_cosponsors_117
400414,0.5515064624010171,0.6036884302673671,Upton,Republican,moderate Republican leader,0,15,0,0
412515,0.5543452631280272,0.5947471681109971,Valadao,Republican,moderate Republican leader,1,12,10,10
412721,0.6511059829449979,0.7836224589179147,Fitzpatrick,Republican,moderate Republican leader,11,80,23,28
412534,0.36876177749928496,0.914150540627438,Schneider,Democrat,centrist Democratic leader,7,26,43,50
400030,0.37752235729361616,0.28393866176781124,Bishop [GA2],Democrat,centrist Democratic follower,1,40,0,0
400075,0.25858040835980395,0.6763147592781378,Clyburn,Democrat,rank-and-file Democrat,2,8,45,46
400093,0.18012031767325623,0.6398482179768906,Davis [IL7],Democrat,progressive Democrat,2,59,2,2
412595,0.2548355157595496,0.7086899598708439,Kelly [IL2],Democrat,rank-and-file Democrat,4,34,14,21
412432,0.24347915871984774,0.7715806381811187,Richmond,Democrat,rank-and-file Democrat,2,2,0,0
412695,0.24514014717107052,0.4853120190517353,Soto,Democrat,rank-and-file Democrat,7,55,13,15
400402,0.17790774572942689,0.7012819676308987,Thompson [MS2],Democrat,progressive Democrat,2,44,5,5
412579,0.28598324664234476,0.5918639262737786,Veasey,Democrat,rank-and-file Democrat,1,25,32,32
400046,0.5642974568343855,0.49190031739843276,Brady,Republican,rank-and-file Republican,0,5,0,0
400291,0.2913308385658682,0.788186197284913,Neal,Democrat,rank-and-file Democrat,1,13,17,17
412317,0.745132810827932,0.4952365375980258,Thompson [PA15],Republican,rank-and-file Republican,0,13,0,0
412500,0.618843176782209,0.31246612716790323,Amodei,Republican,rank-and-file Republican,0,11,0,0
412536,0.6988527471221471,0.8518613086521896,Davis [IL13],Republican,moderate Republican leader,2,25,78,81
412550,0.7562767163425025,0.7239917421084103,Hudson,Republican,conservative Republican leader,7,18,173,173
412569,0.8134495031615153,0.3415135437075807,Perry,Republican,conservative Republican,2,40,8,8
412309,0.8622794641942443,0.45881388454020766,Posey,Republican,conservative Republican,18,35,0,0
412421,0.6248244733655298,0.5668498226048887,Kinzinger,Republican,rank-and-file Republican,1,13,6,6
412702,0.8769191115008574,0.5667675224021337,Banks,Republican,conservative Republican,6,37,61,78
400052,0.6802430462839716,0.46309456129132,Burgess,Republican,rank-and-file Republican,9,27,0,0
400108,0.5895361567850187,0.33234255878760605,Diaz-Balart,Republican,rank-and-file Republican,2,17,7,7
412674,0.6931352178941966,0.7011324962067367,LaHood,Republican,moderate Republican leader,4,9,16,16
400230,0.2652750911090438,0.6564740239899012,Langevin,Democrat,rank-and-file Democrat,1,38,1,1
412745,0.8464409323037809,0.507957577380442,Lesko,Republican,conservative Republican,6,41,45,49
412698,0.6781565220715526,0.4594081166186901,Mast,Republican,rank-and-file Republican,2,22,15,15
400654,0.6440940632012532,0.7981796669142368,McCaul,Republican,moderate Republican leader,2,11,7,8
400659,0.6866793070367871,0.7068515516425985,Rodgers,Republican,moderate Republican leader,2,19,38,39
412694,0.4236093129283101,0.659913766930425,Murphy [FL7],Democrat,centrist Democrat,3,26,38,39
412399,0.7077664328382349,0.202889769404409,Schweikert,Republican,rank-and-file Republican,4,17,5,5
412461,0.7418440867791689,0.6872925472395078,Stivers,Republican,moderate Republican leader,1,18,1,1
412402,0.6430773292011668,0.47659532640984004,Womack,Republican,rank-and-file Republican,1,18,130,130
412576,0.24308547351197982,0.6872560050534049,Castro,Democrat,rank-and-file Democrat,4,32,16,21
400100,0.3029838124776658,0.9709541828733523,DeFazio,Democrat,moderate Democratic leader,2,53,232,253
412546,0.27332261496009613,0.684787137211137,Kildee,Democrat,rank-and-file Democrat,0,42,0,0
400233,0.2903559932338564,0.8286810138629093,Larson,Democrat,moderate Democratic leader,0,50,0,0
400309,0.290092138975601,0.7432776548968077,Pascrell,Democrat,rank-and-file Democrat,2,28,12,16
412315,0.4538695443162546,0.6707637192462749,Schrader,Democrat,centrist Democrat,3,16,19,19
412580,0.3341894406899123,0.20332545353732187,Vela,Democrat,centrist Democratic follower,2,31,0,0
412641,0.8384072237473588,0.1727538397020165,Rouzer,Republican,conservative Republican,1,23,1,1
412538,0.7363058725773612,0.5622422208823077,Walorski,Republican,rank-and-file Republican,1,16,45,45
400004,0.6759433675252642,0.28487011790761435,Aderholt,Republican,rank-and-file Republican,0,27,0,0
412655,0.8974477198241104,0.7343334067892449,Babin,Republican,conservative Republican leader,3,53,119,140
400380,0.5776681617427787,0.9808967876652663,Smith [NJ4],Republican,moderate Republican leader,1,25,132,132
400314,0.3009065212885368,0.0007033532111092399,Pelosi,Democrat,moderate Democratic follower,0,5,0,0
400111,0.24709941295237747,0.8165841612093371,Doggett,Democrat,moderate Democratic leader,7,19,65,95
412568,0.7148384687884666,0.45982309373849145,Mullin,Republican,rank-and-file Republican,1,29,48,48
400367,0.6689998055593565,0.3186580271501888,Sessions,Republican,rank-and-file Republican,0,23,0,0
400068,0.5667715359813843,0.2476971730680606,Carter [TX31],Republican,rank-and-file Republican,1,6,0,0
412476,0.6686902424190425,0.01428560117746374,Fleischmann,Republican,moderate Republican follower,1,17,1,1
400157,0.5259368390049408,0.3620721881606449,Granger,Republican,rank-and-file Republican,0,2,0,0
412292,0.7518608720980156,0.5298633073044834,Luetkemeyer,Republican,conservative Republican,1,18,52,52
412443,0.7453811930135309,0.33523257722468636,Palazzo,Republican,rank-and-file Republican,0,17,0,0
412692,0.7526977442733579,0.3933231837684757,Rutherford,Republican,conservative Republican,0,23,0,0
412722,0.6842709449654305,0.32608382482447307,Smucker,Republican,rank-and-file Republican,4,11,11,11
412213,0.6956594580561577,0.6251641055260861,Walberg,Republican,moderate Republican leader,0,12,0,0
412574,0.9331738768440196,0.20184830588482708,Weber,Republican,conservative Republican,0,71,0,0
412410,0.6568547618049763,0.21915478534154553,Webster,Republican,rank-and-file Republican,0,13,0,0
400433,0.7617743632801786,0.8325005934095745,Wilson [SC2],Republican,conservative Republican leader,3,34,25,28
412624,0.7331503862283848,0.3748907577508266,Loudermilk,Republican,rank-and-file Republican,1,14,11,11
412700,0.6972002983503677,0.18337434506029848,Ferguson,Republican,rank-and-file Republican,0,13,0,0
412661,0.8484757723721665,0.39787329972753765,Grothman,Republican,conservative Republican,1,40,3,3
412434,0.7794560004297255,0.3454423521816375,Harris,Republican,conservative Republican,0,27,0,0
412623,0.8828668971528133,0.5546133191403207,Hice,Republican,conservative Republican,2,49,61,72
412706,0.7619915191906376,0.42228212994986264,Johnson [LA4],Republican,conservative Republican,2,31,0,0
412465,0.7654947626476234,0.7718999086177813,Kelly [PA16],Republican,conservative Republican leader,1,28,41,41
412191,0.8010551836111917,0.5333760056036745,Lamborn,Republican,conservative Republican,1,35,61,61
412738,1.0,0.6199455316323239,Norman,Republican,conservative Republican leader,4,71,126,207
400196,0.46044493266035297,0.4907964117573063,Issa,Republican,rank-and-file Republican,0,7,0,0
412629,0.7119528168077006,0.4416632189990734,Bost,Republican,rank-and-file Republican,5,15,0,0
400057,0.6768038663155559,0.44696611953568777,Calvert,Republican,rank-and-file Republican,12,20,32,37
400071,0.7845305743544889,0.6729188133988692,Chabot,Republican,conservative Republican leader,2,33,34,34
412400,0.7560896492213468,0.3744207915540662,Crawford,Republican,conservative Republican,0,18,0,0
412472,0.8881328401210871,0.6352207280921368,Duncan,Republican,conservative Republican leader,13,61,87,192
412397,0.9090779156196752,0.5957632739538707,Gosar,Republican,conservative Republican leader,2,24,25,25
412444,0.8755199991844167,0.7472139312815885,Hartzler,Republican,conservative Republican leader,1,21,123,123
412609,0.6666006112093398,0.6187954560321498,Hill,Republican,moderate Republican leader,1,16,133,133
412510,0.8853203919376794,0.5131050691635045,LaMalfa,Republican,conservative Republican,4,46,2,3
412295,0.6896626034843032,0.6240471606517852,McClintock,Republican,moderate Republican leader,1,17,0,0
400297,0.4762840883627574,0.28569484657683697,Nunes,Republican,rank-and-file Republican,0,5,0,0
412255,0.7323632731291994,0.3534815989655123,Wittman,Republican,rank-and-file Republican,10,19,3,3
412691,0.7513886115857481,0.25772910876298133,Dunn,Republican,conservative Republican,0,14,0,0
412512,0.36308360061527684,0.6152678796179412,Bera,Democrat,centrist Democrat,1,23,13,13
400618,0.39337680412426385,0.2692117864983651,Costa,Democrat,centrist Democratic follower,3,44,12,12
412278,0.6744307902145948,0.6961069807086068,Guthrie,Republican,moderate Republican leader,1,20,1,1
412662,0.9165254533512012,0.4844477907555666,Mooney,Republican,conservative Republican,1,51,7,7
412660,0.7356116178249901,0.5,Newhouse,Republican,rank-and-file Republican,1,23,10,10
412564,0.7333283339593337,0.5390202470439904,Wenstrup,Republican,rank-and-file Republican,1,21,14,14
400644,0.5370424373311592,0.5601107396350037,McHenry,Republican,rank-and-file Republican,1,9,2,2
412712,0.8985919786198272,0.5157651465751306,Budd,Republican,conservative Republican,11,60,52,77
400643,0.5227314965644965,0.6295988244982611,Foxx,Republican,moderate Republican leader,4,12,104,145
412622,0.7256901223841721,0.5960516018327001,Carter [GA1],Republican,moderate Republican leader,2,21,19,20
412639,0.7574373809765285,0.24994067211625706,Emmer,Republican,conservative Republican,9,23,15,16
412445,0.7237441823321465,0.3985960075788583,Long,Republican,rank-and-file Republican,0,15,0,0
400371,0.32642144539600726,0.49625972715985806,Sherman,Democrat,centrist Democrat,2,39,3,3
412610,0.7494465512085334,0.5281411687439855,Westerman,Republican,rank-and-file Republican,0,13,0,0
412541,0.7529702024074483,0.6330138852831356,Barr,Republican,conservative Republican leader,1,11,22,22
412427,0.7002929175679468,0.34031414180284514,Bucshon,Republican,rank-and-file Republican,0,20,0,0
412732,0.6544983219912671,0.49112904315727535,Cheney,Republican,rank-and-file Republican,7,17,35,60
412463,0.8729373111204833,0.41524298077762667,Gibbs,Republican,conservative Republican,2,35,2,2
412485,0.6274865259564203,0.632523238809105,Griffith,Republican,moderate Republican leader,7,11,7,7
400640,0.6481786013523375,0.7238163234552765,Fortenberry,Republican,moderate Republican leader,1,13,0,0
412217,0.627969706248029,0.4096922072696596,Smith [NE3],Republican,rank-and-file Republican,0,14,0,0
412395,0.7264727539084205,0.35785379357287866,Brooks,Republican,rank-and-file Republican,3,39,20,27
412619,0.6760582792185578,0.39580305329751886,Buck,Republican,rank-and-file Republican,2,13,24,29
400081,0.2879098589311151,0.2113958765205693,Cooper,Democrat,moderate Democratic follower,3,61,0,0
412503,0.5193241564622775,0.535628198494749,Massie,Republican,rank-and-file Republican,2,9,54,60
412625,0.8377737289447094,0.07132549083959899,Allen,Republican,conservative Republican,2,53,1,1
400657,0.5367215588156534,0.25833644434011266,Cuellar,Democrat,centrist Democratic follower,1,23,1,1
412477,0.7566122776477889,0.1491004095461136,DesJarlais,Republican,conservative Republican,2,20,0,0
412437,0.7162699929200238,0.2605109862551068,Huizenga,Republican,rank-and-file Republican,1,15,3,3
400440,0.6143385185044773,0.6616943858515995,Young,Republican,moderate Republican leader,25,19,9,18
412675,0.6627912154011322,0.4180082037308272,Davidson,Republican,rank-and-file Republican,2,23,16,17
412631,0.5901958415331512,0.44709227764601844,Graves [LA6],Republican,rank-and-file Republican,0,13,0,0
412566,0.670099887568069,0.5783042984392277,Joyce [OH14],Republican,rank-and-file Republican,4,24,4,4
412634,0.6915396528397341,0.2343521086402639,Moolenaar,Republican,rank-and-file Republican,1,13,14,14
412393,0.5246761893854752,0.6466208446811931,Reed,Republican,moderate Republican leader,0,6,0,0
412646,0.6342370584683159,0.6809700588705699,Zeldin,Republican,moderate Republican leader,2,21,4,4
412548,0.7529594301722764,0.8384886447327813,Wagner,Republican,conservative Republican leader,1,20,193,193
412683,0.8211857335300615,0.7321934274942471,Biggs,Republican,conservative Republican leader,35,47,30,72
412746,0.6245163756419435,0.40756351254523354,Cloud,Republican,rank-and-file Republican,3,19,87,114
412690,0.8812385218855805,0.32427190484827173,Gaetz,Republican,conservative Republican,0,59,0,0
412724,0.6795235906147669,0.3291618800502733,Kustoff,Republican,rank-and-file Republican,1,20,1,1
412261,0.5773804488298953,0.6103211429782137,Scalise,Republican,moderate Republican leader,1,12,5,5
412578,0.7441147906325168,0.5091108117477898,Williams [TX25],Republican,rank-and-file Republican,1,33,0,0
412705,0.6847880976132104,0.31134150569422975,Higgins [LA3],Republican,rank-and-file Republican,0,15,0,0
412312,0.2209398699513311,0.6098533855785543,Sablan,Democrat,rank-and-file Democrat,4,26,60,71
412735,0.6717315953178671,0.49298455975212346,Estes,Republican,rank-and-file Republican,1,20,39,39
400411,0.6664118210106268,0.2787281790779963,Turner,Republican,rank-and-file Republican,1,11,1,1
412196,0.5105955969158459,0.584205706917665,Buchanan,Republican,rank-and-file Republican,10,10,3,4
412226,0.6414161428770688,0.2984901608227789,Jordan,Republican,rank-and-file Republican,0,26,0,0
412572,0.6535406148950097,0.5020289660463061,Rice [SC7],Republican,rank-and-file Republican,1,29,6,6
400341,0.6452948627833377,0.29890397734953755,Rogers [AL3],Republican,rank-and-file Republican,0,14,0,0
412596,0.7260383391867012,0.7499804257894662,Smith [MO8],Republican,moderate Republican leader,2,16,61,66
412726,0.7110079896875549,0.4775309823258273,Arrington,Republican,rank-and-file Republican,4,21,20,33
412748,0.6917323926562804,0.2701280653882498,Hern,Republican,rank-and-file Republican,3,23,0,0
400247,0.6009820268407012,0.24849877077235188,Lucas,Republican,rank-and-file Republican,1,13,1,1
412676,0.6760077319848516,0.23432526324821262,Comer,Republican,rank-and-file Republican,1,15,1,1
412486,0.5625327814759254,0.5032848435648606,Herrera Beutler,Republican,rank-and-file Republican,1,18,11,11
412740,0.6284435436194694,0.5173956440939244,Curtis,Republican,rank-and-file Republican,2,17,14,14
412744,0.36410856175122824,0.3642126584228046,Lamb,Democrat,centrist Democratic follower,0,26,0,0
400340,0.5590505512082752,0.09782087875530833,Rogers [KY5],Republican,rank-and-file Republican,0,15,0,0
412747,0.6930852726930773,0.24822361852446578,Balderson,Republican,rank-and-file Republican,0,29,0,0
412751,0.24850044762974785,0.5096426807959719,Wild,Democrat,rank-and-file Democrat,0,53,0,0
400376,0.5235875663802768,0.2597011526591205,Simpson,Republican,rank-and-file Republican,2,7,1,2
412703,0.5428084172453957,0.39227379314556327,Hollingsworth,Republican,rank-and-file Republican,1,6,0,0
412608,0.6288354517203966,0.5478078547570919,Palmer,Republican,rank-and-file Republican,1,13,3,3
412749,0.24215681874820968,0.4784811571572866,Morelle,Democrat,rank-and-file Democrat,4,37,6,6
412750,0.17554984911214613,0.3663352348099307,Scanlon,Democrat,lonely progressive Democratic ,6,67,35,35
412837,0.5856600784177309,0.24333960966901338,Miller [WV3],Republican,rank-and-file Republican,2,9,21,23
412789,0.354009009849082,0.5021493627301723,Craig,Democrat,centrist Democrat,1,35,0,0
412809,0.23147538100487694,0.35094899236431,Dean,Democrat,moderate Democratic follower,4,45,9,9
412805,0.3953367183765476,0.5713586789464312,Delgado,Democrat,centrist Democrat,1,16,2,2
412774,0.07286241908446521,0.5599193383313544,GarcÃ­a,Democrat,progressive Democrat,1,67,39,39
412800,0.13222128491284543,0.7030978118659009,Haaland,Democrat,progressive Democrat,1,4,2,2
412559,0.21742862670074012,0.24867136105347654,Horsford,Democrat,moderate Democratic follower,1,52,0,0
412286,0.3043390172679125,0.39762489116496336,Kirkpatrick,Democrat,rank-and-file Democrat,1,38,7,7
